,mal_id,titles,Tag
1704,1101,Tenchi Muyou! Manatsu no Eve,"['7.13', 'Action', 'Comedy', 'Sci-Fi', 'Space', 'tenchi', 'masaki', 'gets', 'the', 'surprise', 'of', 'his', 'life', 'when', 'a', 'teenage', 'girl', 'approaches', 'him', 'and', 'calls', 'him', '""daddy.""', 'believing', 'that', 'the', 'girl', 'is', 'mistaking', 'him', 'for', 'someone', 'else,', 'tenchi', 'brings', 'her', 'home', 'to', 'figure', 'out', 'what', 'is', 'going', 'on,', 'which', 'turns', 'out', 'to', 'be', 'a', 'big', 'mistake.', 'when', 'the', 'girl', 'introduces', 'herself', 'as', 'mayuka', 'masaki,', ""tenchi's"", 'daughter,', 'the', 'masaki', 'household', 'is', 'thrown', 'into', 'yet', 'another', 'frenzy.', 'thinking', 'that', 'mayuka', 'is', 'just', 'taking', 'advantage', 'of', 'tenchi,', 'the', 'girls', 'refuse', 'to', 'believe', 'that', 'she', 'is', 'really', 'his', 'child.', 'however,', 'when', 'dna', 'testing', 'reveals', 'that', 'tenchi', 'is', 'indeed', 'her', 'father,', 'washuu', 'comes', 'to', 'the', 'conclusion', 'that', 'mayuka', 'is', 'his', 'daughter', 'from', 'the', 'future,', 'the', 'result', 'of', 'a', 'recent', 'time', 'distortion.', 'with', 'this', 'new', 'revelation,', 'everyone', 'tries', 'to', 'welcome', 'mayuka', 'into', 'their', 'lives', 'with', 'the', 'sole', 'exception', 'being', 'ryouko', 'hakubi,', 'who', 'senses', 'something', 'sinister', 'lurking', 'beneath', ""mayuka's"", 'charm.', '[written', 'by', 'mal', 'rewrite]']"
1705,10334,Rurouni Kenshin Recap,"['7.19', 'Action', 'Adventure', 'Comedy', 'Romance', 'Historical', 'Samurai', 'this', 'is', 'a', 'summary', 'of', 'episodes', '34-56.']"
1706,1439,Lupin III: Walther P38,"['7.4', 'Action', 'Adventure', 'Comedy', 'Mystery', 'AdultCast', 'zenigata', 'arrives', 'at', 'the', 'birthday', 'party', 'of', 'an', 'important', 'politician', 'to', 'investigate', 'a', 'fake', 'lupin', 'calling', 'card.', 'lupin', 'shows', 'up', 'as', 'well.', 'suddenly,', 'masked', 'assassins', 'break', 'in', 'and', 'begin', 'to', 'shoot', 'everything', 'that', 'moves.', 'zenigata', 'goes', 'after', 'lupin', 'amidst', 'all', 'the', 'gunfire', 'and', 'corners', 'him', 'in', 'the', 'courtyard', 'of', 'the', 'house.', 'suddenly,', 'a', 'hand', 'holding', 'a', 'walther', 'p-38', 'pops', 'out', 'of', 'a', 'window', 'and', 'shoots', 'zenigata', 'in', 'the', 'chest.', 'lupin', 'recognizes', 'the', 'walther', 'as', 'his', 'own', 'and', 'decides', 'to', 'investigate.', 'the', 'assassins', 'that', 'attacked', 'the', 'party', 'are', 'from', 'a', 'hidden', 'island', 'called', 'the', 'island', 'of', 'assassins.', 'the', 'island', 'is', 'kept', 'secret', 'by', 'the', 'help', 'of', 'top', 'government', 'officials', 'from', 'around', 'the', 'world', 'who', 'use', 'the', 'assassins', 'on', 'the', 'island', 'for', 'their', 'own', 'personal', 'gains.', 'there', 'are', 'lots', 'of', 'hidden', 'secrets', 'on', 'the', 'island,', 'however,', 'and', 'lupin,', 'goemon,', 'jigen,', 'and', 'fujiko', 'find', 'themselves', 'involved', 'in', 'a', 'plot', 'that', 'tears', 'the', 'residents', 'of', 'the', 'island', 'in', 'half.', 'the', 'movie', 'also', 'delves', 'into', ""lupin's"", 'past', 'in', 'his', 'pre-jigen', 'days.', '(source:', 'ann)']"
1707,1736,B'T X Neo,"['7.23', 'Action', 'Adventure', 'continuation', 'of', ""teppei's"", 'journey', 'with', ""b't"", 'x', 'to', 'rescue', 'his', 'brother', 'kotaro', 'takamiya', 'from', 'the', 'machine', 'empire.', 'the', 'oav', 'series', 'picks', 'off', 'from', 'the', 'tv', 'series', 'from', 'the', 'point', 'where', 'hokuto', 'successfully', 'saves', 'both', 'teppei', 'and', ""b't"", 'x', 'and', 'makes', ""b't"", 'x', 'far', 'more', 'powerful', 'than', 'before.', '(source:', 'ann)']"
1708,2264,Jungle Taitei Movie (1997),"['7.11', 'Adventure', 'Fantasy', 'this', 'movie', 'focuses', 'on', 'the', 'last', 'half', 'of', 'osamu', ""tezuka's"", 'revered', 'saga', 'of', 'a', 'white', ""lion's"", 'quest', 'to', 'become', 'king', 'of', 'the', 'jungle.', ""leo's"", 'newborn', 'cub,', 'lune,', 'takes', 'an', 'interest', 'to', 'humans', 'after', 'discovering', 'a', 'music', 'box', 'in', 'the', 'wreckage', 'of', 'an', 'airplane.', 'at', 'the', 'same', 'time,', 'a', 'greedy', 'treasure', 'hunter', 'known', 'as', 'ham', 'egg', 'is', 'leading', 'an', 'expedition', 'team', 'of', 'rough-looking', 'men', 'on', 'a', 'trek', 'for', 'the', 'fabled', 'moonlight', 'stones,', 'which', 'can', 'supposedly', 'save', 'the', 'world', 'from', 'an', 'energy', 'crisis.', 'two', 'other', 'humans,', '(who', 'go', 'by', 'the', 'rather', 'wacky', 'names', 'of', 'dr.', 'moustache', 'and', 'lemonade)', 'try', 'to', 'stop', 'ham', ""egg's"", 'mad', 'destruction', 'of', 'the', 'jungle.', 'later,', 'a', 'terrible', 'virus', 'sweeps', 'through', 'the', 'jungle,', 'poisoning', 'many', 'of', 'the', 'animals.', 'dr.', 'moustache', 'comes', 'to', 'save', 'them', 'with', 'a', 'cure.', 'the', 'film', 'culminates', 'with', 'a', 'treacherous', 'journey', 'up', 'the', 'legendary', 'mt.', 'moon', 'in', 'search', 'of', 'the', 'stones....', '(source:', 'ann)']"
1709,6496,Cutie Honey Flash: The Movie,"['6.31', 'Action', 'Adventure', 'Comedy', 'Romance', 'Ecchi', 'honey', 'kisaragi', 'is', 'a', 'perfectly', 'normal', 'beautiful', 'high', 'school', 'student.', 'until', 'her', 'scientist', 'father', 'is', 'kidnapped', 'by', 'the', 'evil', 'organization', 'panther', 'claw,', 'that', 'is.', 'but', 'her', 'father', 'left', 'behind', 'a', 'device', 'she', 'can', 'use', 'to', 'transform', 'into', 'the', 'red-haired', 'sword-wielding', 'heroine', 'cutey', 'honey.']"
1710,2453,Dennou Sentai Voogie's★Angel,"['5.93', 'Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military', 'a', 'hundred', 'years', 'after', 'earth', 'is', 'invaded', 'by', 'aliens,', 'the', 'last', 'remnants', 'of', 'the', 'human', 'race', 'dwell', 'in', 'underwater', '""aqua', 'bases.""', 'a', 'team', 'of', 'five', 'cybernetically', 'enhanced', 'women', 'is', 'trained', 'for', 'the', 'purpose', 'of', 'carrying', 'out', 'guerilla', 'attacks', 'against', 'the', 'occupying', 'forces.', ""earth's"", 'last', 'hope', 'for', 'salvation', ""is...voogie's"", 'angels.', '(source:', 'ann)']"
1711,315,Xiao Qian,"['6.37', 'Action', 'Drama', 'Fantasy', 'Romance', 'a', 'chinese', 'ghost', 'story', 'is', 'a', 'movie', 'that', 'follows', 'a', 'young', 'man', 'named', 'ning.', 'after', 'the', 'loss', 'of', 'his', 'girlfriend', 'he', 'works', 'as', 'a', 'debt', 'collector', 'to', 'forget', 'his', 'troubles', 'only', 'to', 'encounter', 'more', 'than', 'he', 'had', 'imagined.', 'accompanied', 'by', 'his', 'constant', 'companion', 'solid', 'gold,', 'ning', 'ends', 'up', 'in', 'a', 'ghost', 'town', 'and', 'from', 'there', 'the', 'adventure', 'ensues.', 'this', 'movie', 'explores', 'some', 'of', 'china`s', 'myths', 'and', 'fantasies', 'as', 'the', 'viewer', 'is', 'taken', 'through', 'a', 'world', 'of', 'drama,', 'romance,', 'and', 'battles', 'between', 'good', 'and', 'evil.', '(source:', 'anidb)']"
1712,5296,Jigoku Sensei Nube: Kyoufu no Natsuyasumi!! Ayashi no Umi no Densetsu!,"['6.99', 'Action', 'Horror', 'Supernatural', 'School', 'when', 'nube', 'and', 'his', 'class', 'arrive', 'at', 'a', 'small', 'island', 'to', 'carry', 'out', 'beach', 'activities,', 'they', 'heard', 'a', 'forbodding', 'tale', 'from', 'an', 'old', 'man', 'residing', 'on', 'the', 'island.', 'legend', 'has', 'it', 'that', 'there', 'is', 'a', 'creature', 'known', 'as', 'the', 'sea', 'spider', 'in', 'the', 'open', 'seas', 'around', 'the', 'island.', 'when', 'the', 'creature', 'is', 'past', '200', 'years', 'old,', 'it', 'will', 'turn', 'into', 'a', 'monster', 'and', 'devour', 'humans', 'to', 'satisfy', 'its', 'appetite.', 'however,', 'curiousity', 'kills', 'the', 'cat', 'and', 'yukime', 'decides', 'to', 'pursue', 'the', 'authenticity', 'of', 'the', 'legend.', 'and', 'then,', 'a', 'girl', 'suddenly', 'appears', 'on', 'the', 'beach.', 'possessed', 'with', 'a', 'strange', 'charm,', 'she', 'immediately', 'attracts', ""hiroshi's"", 'attention', 'and', 'overcomes', 'him.', 'soon', 'later,', 'strange', 'things', 'start', 'to', 'happen', 'to', 'the', 'others', 'whereby', 'kyoko', 'and', 'ritsuko-sensei', 'got', 'attacked', 'under', 'strange', 'circumstances.', 'the', 'true', 'identity', 'behind', 'the', 'mysterious', 'girl', 'is', 'questioned', 'and', 'the', 'legend', 'behind', 'the', 'sea', 'creature', 'seems', 'to', 'be', 'true', 'after', 'all.']"
1713,1671,Soreyuke! Uchuu Senkan Yamamoto Youko II,"['6.31', 'Action', 'Adventure', 'Sci-Fi', 'there', 'is', 'an', 'ancient', 'legend', 'on', 'a', 'distant', 'planet', 'which', 'states', '(among', 'other', 'things)', 'that', 'four', 'goddesses', 'will', 'one', 'day', 'descend', 'from', 'the', 'skies', 'and', 'all', 'will', 'be', 'right', 'with', 'the', 'world.', 'of', 'course', 'meanwhile,', 'yohko', 'and', 'the', 'rest', 'of', 'the', 'terra', 'team', '(with', 'one', 'straggler)', 'have', 'crashed', 'on', 'a', 'backwater', 'world,', 'and', 'they', 'have', 'to', 'figure', 'out', 'a', 'way', 'off', 'before', 'their', 'new', 'charge...', 'gets', 'hungry', 'again!', 'every', 'so', 'often,', 'a', 'celebration', 'takes', 'place', 'in', 'one', 'of', 'the', 'most', 'beautiful', 'places', 'in', 'the', 'universe...', 'a', 'cosmic', 'sakura', 'fest!', 'since', 'the', 'terra', 'team', 'has', 'been', 'doing', 'so', 'well,', 'one', 'of', 'them', 'is', 'invited', 'to', 'join', 'the', 'high', 'command', 'as', 'they', 'meet', 'their', 'opposite', 'numbers', 'from', 'ness.', ""it's"", 'a', 'time', 'of', 'celebration', 'and', 'a', 'time', 'of', 'peace...', 'but', 'it', 'seems', 'that', 'someone', ""didn't"", 'get', 'the', 'message.', '(source:', 'anidb)']"
1714,1992,Chou Kousoku Gran Doll,"['5.83', 'Action', 'Comedy', 'Mecha', 'School', 'hikaru', 'has', 'always', 'believed', 'herself', 'to', 'be', 'just', 'a', 'normal', 'high', 'school', 'girl...well,', 'as', 'normal', 'as', 'a', 'teenager', 'with', 'a', 'genius', 'mad', 'scientist', 'for', 'a', 'father.', 'she', 'spends', 'her', 'time', 'with', 'her', 'best', 'friend,', 'day', 'dreaming', 'about', 'the', 'boy', 'she', 'loves', 'and', 'watching', 'her', 'favoite', 'super', 'hero', 'show.', 'one', 'day,', 'the', 'past', 'that', 'she', 'has', 'knows', 'nothing', 'about', 'comes', 'back', 'to', 'haunt', 'her.', 'she', 'is', 'shocked', 'to', 'learn', 'that', 'she', 'is', 'the', 'last', 'surviving', 'member', 'of', 'royal', 'line', 'from', 'a', 'far', 'away', 'planet.', 'even', 'more,', 'she', 'finds', 'out', 'that', 'she', 'has', 'been', 'protecting', 'the', 'ultimate', 'armour', 'and', 'that', 'it', 'can', 'decide', 'the', 'fate', 'of', 'the', 'entire', 'galaxy.', '(source:', 'ann)']"
1715,1644,Princess Rouge,"['6.07', 'Fantasy', 'Romance', 'yusuke,', 'an', 'orphan,', 'literally', 'has', 'rouge,', 'the', 'amnesiac', 'oldest', 'daughter', 'of', 'the', ""underworld's"", 'deposed', 'royal', 'family,', 'fall', 'out', 'of', 'the', 'sky', 'into', 'his', 'lap.', 'she', 'is', 'soon', 'followed', 'by', 'her', 'two', 'younger', 'sisters', 'and', 'also', 'their', ""family's"", 'enemies.', 'rouge', 'must', 'decide', 'if', 'she', 'wants', 'her', 'memory', 'to', 'return,', 'while', 'yusuke', 'must', 'deal', 'with', 'the', 'upheavals', 'in', 'his', 'life', 'the', 'princesses', 'have', 'caused.', '(source:', 'ann)']"
1716,33,Kenpuu Denki Berserk,"['8.59', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Gore', 'Military', 'guts,', 'a', 'man', 'who', 'will', 'one', 'day', 'be', 'known', 'as', 'the', 'black', 'swordsman,', 'is', 'a', 'young', 'traveling', 'mercenary', 'characterized', 'by', 'the', 'large', 'greatsword', 'he', 'carries.', 'he', 'accepts', 'jobs', 'that', 'offer', 'the', 'most', 'money,', 'but', 'he', 'never', 'stays', 'with', 'one', 'group', 'for', 'long—until', 'he', 'encounters', 'the', 'band', 'of', 'the', 'falcon.', 'ambushed', 'after', 'completing', 'a', 'job,', 'guts', 'crushes', 'many', 'of', 'its', 'members', 'in', 'combat.', 'griffith,', 'the', 'band', 'of', 'the', ""falcon's"", 'leader', 'and', 'founder,', 'takes', 'an', 'interest', 'in', 'guts', 'and', 'duels', 'him.', 'while', 'the', 'others', 'are', 'no', 'match', 'for', 'guts,', 'griffith', 'defeats', 'him', 'in', 'one', 'blow.', 'incapacitated', 'and', 'taken', 'into', 'the', 'band', 'of', 'the', ""falcon's"", 'camp', 'to', 'recover,', 'guts', 'wakes', 'up', 'two', 'days', 'later.', 'he', 'confronts', 'griffith,', 'and', 'the', 'two', 'duel', 'yet', 'again,', 'only', 'this', 'time', 'with', 'a', 'condition:', 'guts', 'will', 'join', 'the', 'band', 'of', 'the', 'falcon', 'if', 'he', 'loses.', 'due', 'to', 'his', 'fresh', 'injuries,', 'guts', 'loses', 'the', 'fight', 'and', 'is', 'inducted', 'by', 'griffith.', 'in', 'three', ""years'"", 'time,', 'guts', 'has', 'become', 'one', 'of', 'the', 'band', 'of', 'the', ""falcon's"", 'commanders.', 'on', 'the', 'battlefield,', 'his', 'combat', 'prowess', 'is', 'second', 'only', 'to', 'griffith', 'as', 'he', 'takes', 'on', 'large', 'groups', 'of', 'enemies', 'all', 'on', 'his', 'own.', 'with', ""guts'"", 'immense', 'strength', 'and', ""griffith's"", 'leadership,', 'the', 'band', 'of', 'the', 'falcon', 'dominate', 'every', 'battle', 'they', 'partake', 'in.', 'but', 'something', 'menacing', 'lurks', 'in', 'the', 'shadows,', 'threatening', 'to', 'change', ""guts'"", 'life', 'forever.', '[written', 'by', 'mal', 'rewrite]']"
1717,46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,"['7.55', 'Drama', 'Historical', 'Samurai', 'the', 'war', 'against', 'the', 'tokugawa', 'shogunate', 'ended', 'years', 'ago.', 'but', 'there', 'are', 'some', 'who', 'are', 'not', 'happy', 'with', 'the', 'outcome.', 'shigure', 'takimi', 'watched', 'his', 'friends', 'and', 'family', 'get', 'slashed', 'down', 'in', 'the', 'name', 'of', 'freedom', 'and', 'prosperity.', 'now', 'he', 'and', 'a', 'band', 'of', 'desperate', 'rebels', 'have', 'sworn', 'to', 'settle', 'one', 'final', 'score.', 'only', 'one', 'man', 'stands', 'in', 'their', 'way:', 'kenshin', 'himura.', 'but', 'when', 'shigure', 'discovers', ""kenshin's"", 'true', 'identity', 'as', 'the', 'hitokiri', 'battousai,', 'his', 'fight', 'becomes', 'a', 'personal', 'vendetta.', '(source:', 'ann)']"
1718,690,Kyuuketsuhime Miyu (TV),"['7.21', 'Action', 'Drama', 'Horror', 'Supernatural', 'Mythology', 'Vampire', 'evil', 'shinma', '(shape-shifting', 'monsters', 'and', 'vampires)', 'roam', 'the', 'earth', 'on', 'a', 'mission', 'to', 'unleash', 'their', 'darkness', 'upon', 'the', 'human', 'race.', 'miyu', 'royal', 'princess', 'from', 'the', 'dark', 'is', 'the', 'chosen', 'one—the', 'one', 'being', 'who', 'must', 'banish', 'the', 'evil', 'shinma', 'from', 'the', 'earth.', 'she', 'has', 'the', 'power', 'to', 'offer', 'humans', 'the', 'gift', 'of', 'eternal', 'happiness,', 'yet', 'is', 'herself,', 'trapped', 'between', 'two', 'worlds;', 'destined', 'for', 'perpetual', 'solitude', 'and', 'internal', 'conflict.', ""miyu's"", 'only', 'companion', 'is', 'larva,', 'once', 'an', 'evil', 'shimna;', 'now', 'her', 'devoted', 'guardian.', 'together', 'they', 'share', 'a', 'dark', 'journey', 'through', 'the', 'weakness', 'of', 'the', 'human', 'heart', 'and', 'the', 'tragic', 'loss', 'of', 'innocence.', 'cut', 'off', 'from', 'humanity', 'by', 'the', 'knowledge', 'of', 'what', 'she', 'is,', 'miyu', 'lives', 'an', 'endless', 'quest', 'as', 'both', 'the', 'hunter', 'and', 'the', 'hunted,', 'on', 'the', 'edge', 'of', 'darkness.', '(source:', 'anidb)']"
1719,3312,Dr. Slump,"['7.0', 'Comedy', 'Sci-Fi', 'GagHumor', 'in', 'penguin', 'village,', 'humans', 'live', 'alongside', 'talking', 'animals', 'and', 'objects.', 'senbei', 'norimaki', 'is', 'one', 'of', 'these', 'humans,', 'and', ""he's"", 'an', 'inventor', 'with', 'the', 'lofty', 'dream', 'of', 'creating', 'the', ""world's"", 'best', 'robot', 'girl.', 'the', 'product', 'of', 'his', 'efforts', 'is', 'arale,', 'but', 'depending', 'on', 'your', 'definition', 'of', 'perfect,', ""she's"", 'anything', 'but!', 'not', 'only', 'is', 'arale', 'severely', 'nearsighted,', 'but', 'she', 'also', 'has', 'no', 'common', 'sense!', 'at', 'least', 'she', 'has', 'super-strength,', 'though', 'that', 'often', 'proves', 'to', 'be', 'a', 'setback', 'as', 'well.', 'although', 'she', 'means', 'well,', 'arale', 'only', 'causes', 'trouble', 'for', 'her', 'neighbors', 'in', 'the', 'whimsical', 'penguin', 'village!']"
1720,1944,Photon,"['7.04', 'Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Ecchi', 'Mecha', 'photon', 'earth', 'is', 'a', 'young', 'and', 'gentle', 'boy', 'with', 'superhuman', 'strength', 'and', '""baka""', '(meaning', '""idiot""', 'in', 'japanese)', 'scribbled', 'on', 'his', 'forehead', '(apparently', 'by', 'his', 'troublemaking', 'friend', 'aun', 'freya).', 'one', 'day,', 'he', 'finds', 'himself', 'engaged', 'to', 'the', 'beautiful', 'fugitive', 'pilot', 'keyne', 'acqua', 'after', 'writing', '""baka""', 'on', 'her', 'forehead.', 'and', ""that's"", 'the', 'least', 'of', 'his', 'worries', 'as', 'he', 'must', 'protect', 'both', 'aun', 'and', 'keyne', 'from', 'the', 'evil', 'papacharino,', 'who', 'seeks', 'to', 'steal', 'the', 'secrets', 'of', '""aho""', '(another', 'word', 'for', 'idiot)', 'energy', 'from', ""keyne's"", ""grandfather's"", 'ship.', '(source:', 'ann)']"
1721,1398,Macross Dynamite 7,"['6.89', 'Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Mecha', 'Space', 'less', 'than', 'a', 'year', 'after', 'the', 'events', 'that', 'transpired', 'in', 'the', 'macross', '7', 'tv', 'series,', 'basara', 'leaves', 'fire', 'bomber', 'and', 'travels', 'to', 'the', 'planet', 'zola.', 'there,', 'he', 'meets', 'a', 'girl', 'named', 'elma,', 'who', 'is', 'a', 'big', 'fan', 'of', 'fire', 'bomber.', 'it', 'is', 'also', 'on', 'this', 'planet', 'where', 'he', 'must', 'once', 'again', 'use', 'his', 'spiritia', 'powers;', 'this', 'time,', 'to', 'stop', 'an', 'army', 'of', 'poachers', 'and', ""elma's"", 'father', 'graham', 'from', 'killing', 'a', 'group', 'of', 'space', 'whales', 'travelling', 'within', 'the', 'planetary', 'system.']"
1722,1046,Elf wo Karu Mono-tachi II,"['7.07', 'Adventure', 'Comedy', 'Fantasy', 'Isekai', 'after', 'junpei', 'botched', 'the', 'second', 'attempt', 'to', 'transport', 'back', 'to', 'japan,', 'the', 'four', 'embark', 'their', 'journey', 'once', 'again', 'to', 'collect', 'runes', 'imprinted', 'on', 'skin', 'of', 'elven', 'females', 'by', 'stripping', 'them.', 'celsia', 'is', 'cursed', 'into', 'the', 'form', 'of', 'another', 'animal', 'this', 'time.', '(source:', 'ann)']"
1723,4664,Rurouni Kenshin: Special Techniques,"['7.17', 'Action', 'Comedy', 'Samurai', 'similiar', 'to', 'the', '""himura', ""kenshin's"", 'greatest', 'hits""', 'from', 'the', 'first', 'special,', 'this', 'episode', 'goes', 'through', 'every', 'technique', 'of', 'the', 'hiten', 'mitsurugi', 'ryuu', 'and', 'explains', 'how', 'it', 'works.']"
1724,1191,Saber Marionette J Again,"['7.26', 'Action', 'Comedy', 'Romance', 'Sci-Fi', 'Harem', 'Mecha', 'lime,', 'cherry,', 'and', 'bloodberry,', 'female-like', 'androids', 'called', 'marionettes,', 'have', 'returned', 'to', 'otaru`s', 'side.', 'the', 'somewhat', 'reformed', 'marionettes', 'of', 'faust', '(tiger,', 'luchs,', 'and', 'panther)', 'are', 'sent', 'to', 'stay', 'with', 'otaru', 'and', 'friends', 'to', 'learn', 'more', 'about', 'being', 'human.', 'enter', 'a', 'seventh', 'marionette', 'named', 'marine,', 'who', 'has', 'a', 'mysterious', 'power', '--', 'and', 'they', 'all', 'possess', 'the', 'special', 'maiden', 'circuit', 'that', 'allows', 'a', 'marionette', 'to', 'feel', 'emotions!', '(source:', 'anidb)']"
1725,1978,Onkyo Seimeitai Noiseman,"['6.45', 'Action', 'Fantasy', 'Sci-Fi', 'the', 'film', 'is', 'set', 'in', 'the', 'distant', 'future', 'in', 'a', 'city', 'called', 'cahmpon.', 'a', 'scientist', 'creates', 'a', 'synthetic', 'life-form', 'called', 'noiseman,', 'which', 'erases', 'music', 'from', 'the', 'airwaves', 'by', 'turning', 'it', 'into', 'crystals.', 'a', 'group', 'of', 'biker', 'street', 'kids', 'rebels', 'against', 'this', 'tyranny.', '(source:', 'ann)']"
1726,1186,Battle Athletess Daiundoukai (TV),"['7.02', 'Adventure', 'Sci-Fi', 'Sports', 'School', 'akari', 'kanzaki', 'has', 'just', 'joined', 'an', 'all-girls', 'academy', 'in', 'hopes', 'of', 'entering', 'the', 'university', 'satellite,', 'an', 'elite', 'sports', 'training', 'facility.', 'she', 'wants', 'to', 'win', 'the', 'title', 'of', 'cosmo', 'beauty', '-', 'a', 'title', 'held', 'years', 'ago', 'by', 'her', 'mother.', ""it's"", 'not', 'an', 'easy', 'task', 'for', 'her', 'as', 'fear,', 'doubt', 'and', 'peer', 'pressure', 'get', 'in', 'her', 'way,', 'but', 'friends,', 'rivals', 'and', 'fans', 'slowly', 'encourage', 'her', 'to', 'overcome', 'her', 'obstacles', 'and', 'become', 'the', 'best', 'of', 'the', 'battle', 'athletes.', '(source:', 'ann)']"
